3.909304576139577989e+02,3.687843138381347217e+02,4.126960591299775274e+02,3.869015982282274422e+02,3.580953550744529252e+02,3.862154269413539964e+02,3.743942941736880243e+02,1.978485703248373966e+02,3.741761575786977119e+02,3.900650564116692181e+02,3.317893482385725861e+02,4.416797465418685533e+02,3.819039480983742578e+02,3.914007345359942178e+02,3.873620938865761332e+02,3.616868809099027544e+02,3.697654974857938441e+02,3.538017772590662844e+02,4.183879725944345296e+02,3.445081070244831949e+02,2.382121865810055681e+02,4.144820652276375199e+02,3.425449640438844199e+02,3.706297489803135363e+02,4.022246999425319700e+02,3.739040977317409897e+02,3.485662023497565087e+02,3.838142229501194720e+02,3.733620341352331593e+02,4.165363726334770149e+02,3.920511522563543849e+02,1.693966264013329805e+02,3.989403027623824300e+02,4.227830308062376048e+02,3.840109113286341085e+02,3.967273570453818365e+02,3.534126279712215819e+02,3.742428206773780062e+02,4.004380827338877111e+02,3.845160792332987967e+02,3.766572773754805894e+02,3.925811813847682856e+02,3.905657018671253127e+02,3.726495849841750783e+02,3.614858066906343765e+02,4.248092228201878129e+02,3.940250895093449230e+02,4.141214753994015041e+02,1.868827294323406250e+02,3.454402679254638429e+02,3.146120630349965950e+02,3.698223120430777158e+02,3.745998587340924360e+02,3.886634989449950126e+02,3.989563995439987139e+02,3.159410704583126517e+02,3.818062934605277974e+02,4.205363582379428635e+02,3.351799916921117415e+02,3.486433089418466693e+02,1.957946874889995854e+02,3.469785200176618218e+02,4.018908644361533788e+02,3.924393728615985992e+02,3.112862519713992810e+02,4.047437923089439096e+02,3.414383192542115921e+02,3.154567924536623877e+02,3.993313173056271239e+02,3.961606690911623900e+02,3.403735872257005894e+02,3.607464537738755439e+02,3.922008421894977346e+02,1.866804927121731623e+02,3.556420843726340308e+02,1.444630178204695312e+02,3.029734957701179496e+02,3.922946784867228871e+02,3.310938278254217266e+02,4.061443992207169345e+02,3.921295587438651751e+02,4.142706293118443455e+02,3.361795184918033783e+02,3.590714722871203435e+02,4.066677927515431747e+02,3.753471802642649777e+02,3.733950223157191886e+02,3.708380084879603373e+02,3.793144901794517523e+02,4.108370028757648811e+02,3.960555490926732318e+02,3.488857470607783853e+02,3.137665633395521922e+02,3.793593405812067658e+02,3.368844562102050872e+02,3.229891814938891343e+02,4.031603544772918895e+02,3.740694879803059507e+02,3.768040784901692177e+02,1.928137355455905322e+02
1.351495838102430014e+02,1.459110718669612652e+02,1.619849642310238380e+02,1.366502996105421630e+02,1.300127531013667124e+02,1.340587375564063279e+02,1.298994940372541294e+02,1.016639676521630520e+02,1.421053492924646946e+02,1.503424738741872204e+02,1.194273635475351938e+02,1.582110810161037477e+02,1.319723701163404428e+02,1.488782244285598608e+02,1.483942421531616844e+02,1.341103429446527571e+02,1.326943156613230315e+02,1.122423929814789147e+02,1.640260423503326308e+02,1.288529952300619925e+02,1.235292800223181047e+02,1.626972169382150355e+02,1.281347689225795250e+02,1.338317012452623658e+02,1.291251066813256614e+02,1.315511622342878582e+02,1.233975545163914944e+02,1.312021876820314787e+02,1.266206830267943673e+02,1.527090667530168275e+02,1.269749246746497278e+02,1.139513420370461318e+02,1.459155357753282090e+02,1.530212568583171446e+02,1.384626914053712881e+02,1.316290529722308520e+02,1.350995760312942195e+02,1.322482179063178762e+02,1.600702825713466950e+02,1.290114598344682975e+02,1.316296444822318961e+02,1.460100569156469987e+02,1.293245026611798494e+02,1.294719669815357577e+02,1.346870258874262731e+02,1.501746536331861250e+02,1.333899913990597668e+02,1.609047364700448952e+02,1.291704291850772393e+02,1.299875962208653561e+02,1.116126664583540276e+02,1.266124292526731097e+02,1.187738762145370117e+02,1.347320739986136005e+02,1.525931668712941018e+02,1.283644250501722013e+02,1.479865279668840969e+02,1.609792327785188490e+02,1.292432407147934441e+02,1.259289579212392880e+02,1.260328527571247434e+02,1.426558948232170962e+02,1.578054005146147460e+02,1.654602980377241295e+02,1.215724534182140530e+02,1.623535843961736020e+02,1.142404912857363257e+02,1.238155798366183831e+02,1.263988283200785077e+02,1.315155772759198669e+02,1.259972313702004385e+02,1.435334668624717835e+02,1.346170591740773261e+02,1.343830922273207307e+02,1.284365203591242164e+02,7.745280277403035996e+01,1.098271351247899474e+02,1.308719569700625414e+02,1.160354708458430082e+02,1.321265269021993447e+02,1.274555302585229555e+02,1.604132288372594815e+02,1.117910338756411335e+02,1.213018893433198997e+02,1.554892325327675735e+02,1.241488414766333790e+02,1.276873673239902445e+02,1.324982291518073225e+02,1.348489285585386881e+02,1.559173586983809230e+02,1.314084901918216701e+02,1.230876073435239988e+02,1.117144454508785003e+02,1.300487090291802303e+02,1.448482125664084208e+02,1.169828387582219733e+02,1.283576290386135099e+02,1.489041674824837003e+02,1.180809664139495681e+02,1.043553902900888772e+02
1.369067593844146359e+03,1.039573628068065545e+03,1.315659983095653388e+03,1.236501149442438873e+03,1.312910418102673930e+03,1.369035574637851369e+03,1.399063149571272106e+03,6.610164563465765468e+02,1.163805272159372862e+03,1.188531536870441869e+03,1.285354519608360306e+03,1.404050065761248106e+03,1.348951704752134447e+03,1.208264047728658852e+03,1.360697770172469063e+03,1.360020543001437318e+03,1.383064432241193572e+03,1.263497422006656961e+03,1.287316191828087312e+03,1.251036813573490917e+03,6.816881291125569078e+02,1.277452795462981385e+03,1.190774789303268108e+03,1.327816295355616148e+03,1.320913936672229738e+03,1.370474615997098454e+03,1.444377924879055399e+03,1.323628302538079197e+03,1.307020520448426623e+03,1.291486439975494932e+03,1.347038086285443796e+03,4.838235587954566199e+02,1.267066580439267909e+03,1.328368888753710053e+03,1.187641211640751180e+03,1.264918696617683054e+03,1.127116364906540639e+03,1.382097118899482894e+03,1.183078933155741424e+03,1.368009516290547936e+03,1.393484002221302262e+03,1.209955567365139359e+03,1.349617649331666598e+03,1.405795441573769494e+03,1.275323917227777883e+03,1.388718736907840366e+03,1.382867913245027921e+03,1.287801366926347100e+03,4.010214473074431680e+02,1.335862142155356423e+03,1.270504580625594599e+03,1.327879655467083921e+03,1.387494824460900418e+03,1.369660554097887143e+03,1.312043337870755749e+03,1.066878431737713072e+03,1.173273442112039675e+03,1.366370499370223797e+03,1.251340418492301296e+03,1.294281787522957757e+03,4.409042103595388085e+02,1.234197687511085178e+03,1.192852484381759041e+03,1.322143293196277000e+03,1.083723564359282818e+03,1.285229926354006466e+03,1.234893890359126772e+03,1.293287130722050961e+03,1.397437623348298075e+03,1.374813060233030910e+03,1.216383643473393022e+03,1.262159684488968423e+03,1.358696111137194066e+03,4.536994178083651263e+02,1.356547450092275994e+03,5.250765278704689081e+02,1.135326302897909500e+03,1.359151622070580970e+03,1.244803746943140595e+03,1.427893094392232570e+03,1.340083957331376268e+03,1.311944557179022922e+03,1.230799806496305564e+03,1.253293494343777184e+03,1.351535404807121495e+03,1.291783393552813322e+03,1.382592029866032590e+03,1.388074925734013277e+03,1.186892671483643653e+03,1.321413146198761979e+03,1.348743436874637382e+03,1.185377834382412175e+03,1.153946675696809734e+03,1.383095598130420740e+03,1.108696530702441805e+03,1.153725152690521327e+03,1.349558383310542013e+03,1.101558677827597649e+03,1.308212741771762921e+03,8.147574312820158866e+02
1.381629821938273039e+02,1.236916686819168660e+02,1.373687025399305242e+02,1.011290646152072981e+02,1.108995864699056710e+02,1.457804680771205881e+02,9.781432075990578312e+01,1.003372304488675866e+02,1.294040179584931138e+02,1.131543370434108056e+02,8.695197390125970571e+01,1.117061117904567311e+02,1.335213566305634174e+02,1.346606555732199411e+02,1.034143376532708487e+02,9.972263229283421992e+01,9.929742737373548778e+01,1.184929269462807326e+02,1.307589559960907195e+02,1.101541237721923352e+02,1.175065875477971815e+02,1.353699087385518283e+02,1.029244643706405782e+02,1.322852350977495064e+02,1.222879281212015172e+02,1.123073859745842498e+02,1.104706781977878620e+02,1.341462471442908964e+02,9.566645607474580970e+01,1.255311743070678574e+02,1.316194502664095012e+02,9.724015760565366406e+01,1.349965017455929228e+02,1.042529803364834748e+02,1.180273599006725078e+02,1.267378541015639399e+02,1.197425519814676562e+02,1.107367880706749759e+02,1.278734960207621754e+02,1.048105993154745192e+02,9.904314863229571131e+01,1.353189449273709783e+02,1.426307384804159142e+02,1.017624513714734320e+02,1.337710434066163430e+02,1.100679158879025294e+02,1.363706523396203636e+02,1.376204067656123016e+02,1.207217652724906856e+02,9.279436977796468966e+01,1.060860005274663109e+02,1.214140133684003473e+02,1.037413326097656920e+02,1.396468622926749958e+02,1.040095276861317757e+02,1.243801776880784189e+02,1.320143566566946731e+02,1.372171012168288655e+02,9.625332330292259542e+01,8.894974131804477224e+01,1.179725700745586181e+02,1.251813829635589315e+02,1.194884076635237165e+02,1.358180208705056202e+02,9.718264665864795404e+01,1.156460319687307532e+02,8.624100829125615064e+01,9.462526354023195552e+01,1.392777178471408206e+02,1.108992281681020273e+02,1.102697857449938255e+02,1.263278375479858369e+02,1.398523623883187668e+02,1.232034485248446742e+02,9.297182253259522611e+01,6.871167275270735786e+01,1.122624606520541022e+02,1.377656361416349284e+02,8.763127921408947429e+01,1.171270589262525448e+02,1.295672002257939539e+02,1.268994816959167906e+02,1.150864317398872174e+02,1.232854878374757988e+02,9.797810998044248265e+01,9.416344583857078021e+01,9.858631755399618157e+01,1.111115383207327625e+02,1.379130349312430326e+02,1.280774712948933995e+02,1.389408224728148014e+02,1.100141644419208831e+02,1.070449969675929793e+02,1.124131037797596662e+02,1.144613621185701788e+02,1.050155175216948322e+02,1.451760286817486190e+02,1.069573647995521242e+02,1.237340694310484253e+02,9.201105847939709292e+01
6.439350302430435491e+00,5.641932967361669604e+00,6.426314591780944774e+00,4.967634384664313174e+00,3.315852920390466529e+00,6.432150979802511159e+00,6.395954213453411086e+00,2.403710851475438393e+00,6.355578101938635704e+00,6.407200756842761358e+00,6.416522863766343399e+00,6.008882811968556226e+00,6.467103936367345263e+00,6.366171104176473250e+00,5.929012495552901107e+00,6.345101310034209519e+00,6.388654569235272973e+00,6.425207386130590059e+00,6.368609669403586082e+00,6.305046404173543451e+00,6.176050994490610790e+00,6.226228857938235883e+00,7.499504841411827050e-01,6.424523643796860917e+00,6.396709294569227211e+00,6.391613214397303011e+00,6.365495125677020027e+00,6.408767804779648358e+00,5.177136301449142941e+00,6.344795210293137977e+00,6.434301567706365077e+00,5.467629822602675382e+00,6.332244802434114916e+00,6.369446680559740948e+00,6.419367076440496866e+00,6.417786638600467164e+00,4.381854794273851716e+00,6.393552022132376500e+00,5.999878281035678995e+00,6.341218526093441277e+00,6.410931190933482959e+00,6.325245568148424979e+00,6.505602360474081358e+00,6.422580703408740987e+00,6.387687762469759889e+00,6.451630754015657665e+00,6.416280731663150938e+00,6.343599592602672921e+00,5.237090800739928831e+00,6.336262777072237284e+00,6.444070666807551362e+00,6.247548964341641309e+00,6.346577407715602526e+00,6.417745520831447337e+00,4.503078969623345529e+00,5.928467195993220251e+00,6.371418527025983991e+00,6.392921077928770401e+00,6.380240393922817610e+00,6.414048750070548977e+00,6.433466882955301003e+00,6.427747222687160367e+00,6.306241884536297526e+00,6.367480189224938414e+00,1.241569002782876296e+00,6.344512962232845332e+00,2.185546384813331411e+00,6.375056727858385841e+00,6.371427957662989527e+00,6.450428216602348108e+00,4.822738180237979400e+00,6.423359315427062732e+00,6.433556528895617355e+00,6.418399724491516523e+00,6.416985902243489193e+00,7.295614495325831728e-01,6.342137941929652634e+00,6.416437112354300254e+00,6.402698686058847954e+00,6.415755995260793654e+00,6.417134647705448280e+00,6.423269140446659087e+00,4.615294784168524345e+00,6.399235466124041594e+00,6.356671900225665084e+00,5.660443166236600376e+00,6.400696203836139020e+00,6.372537684411743619e+00,6.371362218661469790e+00,6.425518806781596481e+00,6.436023267286352656e+00,6.110029893820056124e+00,6.353433332467806061e+00,6.343814698462627355e+00,5.004466147564102130e+00,2.250381834558067062e+00,6.370780697897797218e+00,6.358940174937765200e+00,6.391983366452414828e+00,8.469578028402814374e-01
2.555540570480439921e+00,7.731288281230107806e+00,2.543437456039543854e+00,6.177188888371544451e+00,1.553843170606287671e+01,2.480504129214402109e+00,1.652468476415979026e+01,1.308994413585803684e+01,2.471876433100137049e+00,2.242751150120648074e+00,1.619876910570612694e+01,8.424535753849509589e+00,2.661127261524839582e+00,2.481407464960749376e+00,7.646564194497148748e+00,1.645955138221762937e+01,1.651193349696852408e+01,8.864962595884637864e+00,2.487240075887548585e+00,1.048097879324662784e+01,7.646161948813633202e+00,2.476477763699386436e+00,7.932477874406331786e+00,2.555234296517505221e+00,4.208275386034183718e+00,1.650283965870382730e+01,1.648454961808443642e+01,2.473685070617307691e+00,7.263396920528208511e+00,2.481450342745118665e+00,2.586333275494428818e+00,7.311322524792762678e+00,1.546311907071195479e+00,2.515145751793597562e+00,2.534872827301259957e+00,3.028874953980880580e+00,2.238349855932578070e+00,1.651929257360959014e+01,2.731454133358243830e+00,1.643261833405481553e+01,1.653982576838140162e+01,2.490112854853233859e+00,2.563288246224749933e+00,1.652613209549143392e+01,2.452847895718260229e+00,7.179099120217884433e+00,2.544647579146871674e+00,2.458954637487938744e+00,7.844853610150950729e+00,1.631974170600700091e+01,9.559846154347354741e+00,1.047173576069055301e+01,1.640462321131272816e+01,2.471287957067217267e+00,8.215602436407747788e+00,1.044705242885866525e+01,2.649287912966242331e+00,2.552035395225665138e+00,6.059449244425500147e+00,1.653657133330195350e+01,5.984751698019303845e+00,2.476635510903713921e+00,2.534485753866133173e+00,2.502545768874103960e+00,6.064457825746472075e+00,2.458565304866642265e+00,6.229653086202867840e+00,1.483545682684407652e+01,2.466151699268345432e+00,8.230200708400925436e+00,1.444570321633167431e+01,2.480430033948453072e+00,2.483727817914034297e+00,7.605586098844794307e+00,1.623771258516835658e+01,7.111440809586981437e+00,8.933689471783514691e+00,2.483803421322402727e+00,1.628751429255037309e+01,8.469235314017463878e+00,2.662369690926656318e+00,2.540887663458959445e+00,1.394513031393944757e+01,6.158106242151351495e+00,8.378652951653016601e+00,6.314696142106472898e+00,1.652082192050128029e+01,1.645397096574279416e+01,2.482382345935067569e+00,2.466408293974390986e+00,2.504707714173145305e+00,1.767993670959547847e+00,9.218882306811741145e+00,1.620151093085042504e+01,4.740797003974553947e-01,6.275845983199316080e+00,2.484067943385760202e+00,7.850864835300395583e+00,2.815662749991273195e+00,5.435217595219261622e-01
1.084596077986799969e+02,9.376056603364961006e+01,1.014813177862619256e+02,9.174860815032342032e+01,9.852195605302703996e+01,1.015266624620955724e+02,1.047550158562262510e+02,7.263498740741135862e+01,1.056708647064286879e+02,1.079849449478660119e+02,1.001380046905327816e+02,1.096290504668613011e+02,9.580399720051451595e+01,8.731469730262837459e+01,1.013578749913447865e+02,1.056181153262626253e+02,1.049058714331184774e+02,8.489946424967365601e+01,8.440038468557841611e+01,9.653569138217466161e+01,8.817614278731950606e+01,8.648268556812895724e+01,7.438758093770779567e+01,1.083606176182977237e+02,8.193441935955539179e+01,1.061265429096447690e+02,1.017808556388100669e+02,1.052953494112328769e+02,1.036514573606664555e+02,9.423981390007438108e+01,1.084449391890599372e+02,9.002399526139284092e+01,9.783976271608267439e+01,1.095024475934544057e+02,9.042752981935984735e+01,7.898178753826189791e+01,8.855886393334235152e+01,1.061266255930576250e+02,9.245706252709298667e+01,9.845192165281488883e+01,1.046375528804104391e+02,1.049827768031287292e+02,8.054174151430262896e+01,9.944057148979426586e+01,8.893074276763385910e+01,1.045959516531540885e+02,1.091772665873871944e+02,1.033257873645113420e+02,8.289190766904982866e+01,9.923188295495863542e+01,9.417729305913157134e+01,9.351596526256673769e+01,9.175038823972494129e+01,1.080071601562521408e+02,1.123366679832807193e+02,8.683512129740334728e+01,1.077807992471973790e+02,1.041057887913812010e+02,1.031158765433512201e+02,1.051182668561158380e+02,8.301931633611010852e+01,9.816857018160631299e+01,1.036359002543353256e+02,1.041116045272495114e+02,9.054308835271952205e+01,1.052834746395212164e+02,9.358151824451758216e+01,1.015287005853649163e+02,9.935516842275870886e+01,1.094469208491673555e+02,7.046896526654336412e+01,1.036446779543477561e+02,8.683719875196537430e+01,8.303990299349186444e+01,1.002195453924551032e+02,4.920948818324396967e+01,8.930019193806441535e+01,1.097351882209525371e+02,1.041342435248401301e+02,1.104589784069799236e+02,1.022704642591194641e+02,8.953810914668576970e+01,9.287355842122586580e+01,1.052935754290603114e+02,1.103919965922704165e+02,9.918381677315998957e+01,1.041154389708373031e+02,1.053782720458490161e+02,9.824284569484710516e+01,1.082856443138443439e+02,1.082419484601381612e+02,9.690175165373921118e+01,9.401914374080698167e+01,1.051018585347686383e+02,8.642498682846246538e+01,6.477589898917472055e+01,1.016639314442134179e+02,1.002809568872107917e+02,9.456648045078843268e+01,6.498808207526043645e+01
1.715613180075034165e+02,1.567808530215789915e+02,1.545617389701457682e+02,1.352953668654494663e+02,1.375993457172191370e+02,1.457575972405058451e+02,1.545776270146721743e+02,1.351655016584793430e+02,1.601682174900124664e+02,1.591698832219213102e+02,1.477316016150092253e+02,1.587629021215824423e+02,1.434517662619140594e+02,1.585200781518737756e+02,1.548821577419332414e+02,1.521498344722156446e+02,1.504470333029251492e+02,1.442017242029540114e+02,1.529943058707473540e+02,1.432391927498960911e+02,1.357743074626181681e+02,1.453596628362661534e+02,1.278028230797317661e+02,1.697783247206567694e+02,1.555194189731892038e+02,1.528884239529459137e+02,1.396258976399735445e+02,1.631902410357604367e+02,1.498258380449468632e+02,1.471438454412570991e+02,1.677126689007014306e+02,1.217791746115815386e+02,1.625789850878100253e+02,1.616616739223927084e+02,1.373696573051765029e+02,1.544190780995611476e+02,1.279570028358562581e+02,1.540943604815506092e+02,1.342268510804935033e+02,1.583461128001629277e+02,1.551829106607915776e+02,1.511680107366851757e+02,1.396443335985985357e+02,1.514209917177453804e+02,1.610630414692286365e+02,1.607457863453969651e+02,1.696684632446262810e+02,1.484597311002943627e+02,1.565656460014828326e+02,1.452791358182549004e+02,1.481565315365397737e+02,1.491391152644482645e+02,1.521701934990946938e+02,1.645778350436838480e+02,1.619088623783840148e+02,1.478218867515387274e+02,1.594331137932885554e+02,1.669065556262078474e+02,1.593665204776401936e+02,1.499760100098400812e+02,1.492548469835327012e+02,1.454570953455555582e+02,1.493777955106795616e+02,1.631808868657403764e+02,1.301812189483230213e+02,1.637379382412276811e+02,1.249536657668800359e+02,1.418750081831045406e+02,1.697949270989028889e+02,1.662696233341990251e+02,1.273851072938235376e+02,1.631396413728944026e+02,1.561196873211491152e+02,1.524213354519401378e+02,1.426762524668602623e+02,9.778049535903926426e+01,1.336326700087745110e+02,1.677621852040149690e+02,1.498138232533796099e+02,1.647286648251024985e+02,1.675122320971685781e+02,1.427297269294348325e+02,1.239113401280275468e+02,1.698862825174578006e+02,1.467037157154092881e+02,1.453032919157387539e+02,1.566987907730568850e+02,1.544748600954575579e+02,1.485300241036106854e+02,1.587693307997554371e+02,1.688587451601734983e+02,1.415733727102068826e+02,1.329442840530102785e+02,1.547435199431643866e+02,1.281784455562801099e+02,1.432822646342939947e+02,1.672481888604215783e+02,1.329770174847549811e+02,1.529837347760808086e+02,1.209301842126950532e+02
3.526663528700974126e+01,3.531730831668214421e+01,3.550577594643641532e+01,3.129464446907994457e+01,3.134376822112359307e+01,3.519990069604489946e+01,3.128130691221119264e+01,3.247153614368258445e+01,3.492986767312135044e+01,3.547668518006535976e+01,3.019269287465477447e+01,3.532720342798819502e+01,3.494444385423648924e+01,3.544879111047376341e+01,3.127739108296608705e+01,3.117833744163591092e+01,3.126986111359048692e+01,3.456064184517700966e+01,3.553556173523757167e+01,3.129675644714936311e+01,3.434686770873414474e+01,3.551749209950889252e+01,3.291072608786003428e+01,3.508005659328411951e+01,3.498597906474240204e+01,3.128014694935166418e+01,3.123056441734686217e+01,3.513973054703656373e+01,3.491587056599190220e+01,3.450577421513872167e+01,3.520092539827004430e+01,1.574435323583122504e+01,3.547725476877929651e+01,3.543056480428981558e+01,3.513892116452421277e+01,3.521968748016053752e+01,2.240493016523707936e+01,3.128737514107016082e+01,3.541280389288707653e+01,3.121923747599841192e+01,3.129789493377204934e+01,3.536043256088960618e+01,3.535001738246172209e+01,3.133571268935078180e+01,3.337855484921753657e+01,3.550484877908819215e+01,3.523184583234513667e+01,3.549349504452542448e+01,3.492040661066764784e+01,3.114200143133960452e+01,3.123887744534953725e+01,3.124971372027687977e+01,3.123267372255824625e+01,3.525795484234487276e+01,3.130048318874754543e+01,3.057836977057167971e+01,3.527951570792832570e+01,3.548918441814056735e+01,3.493602770847525818e+01,3.127096326723519581e+01,3.352814311816724313e+01,3.529318681672241098e+01,3.449414332171928521e+01,3.548826735487115513e+01,3.349128000760111945e+01,3.549620347654786201e+01,3.135402702681493992e+01,2.984383442705139089e+01,3.519898349989446018e+01,3.417107655384298681e+01,3.112465869905032534e+01,3.521366780895765913e+01,3.527736863868737771e+01,3.510924674098679077e+01,3.130953302188684262e+01,3.256036995186980221e+01,2.953121367181583068e+01,3.522355547096909589e+01,2.963465939123715742e+01,3.484889322102189624e+01,3.516773733077894093e+01,3.556094410754388946e+01,3.213952110261805473e+01,2.709455239858246856e+01,3.539269982735050490e+01,3.379520361545783658e+01,3.129337071118828462e+01,3.131335228241260182e+01,3.469564637706255184e+01,3.547878490123348172e+01,3.526640130862421785e+01,1.703406774506181875e+01,3.186471907972904205e+01,3.131658908201104907e+01,2.944862698133712442e+01,3.137071989804443461e+01,3.519482428746582059e+01,2.628259604211928746e+01,3.456570996729658418e+01,3.031826372624810517e+01
5.838102281888631495e+01,5.389754808600714142e+01,6.083145639744772382e+01,5.414967460142113964e+01,6.535467105611574823e+01,5.788941696352817701e+01,6.782660357224649772e+01,4.780740337496517611e+01,5.473119384615387162e+01,5.869147350886792935e+01,6.498274532445431362e+01,6.194982433041772651e+01,5.506144469513723294e+01,5.724204677098516925e+01,6.638143481090470743e+01,5.663016138799087429e+01,6.591537769769766442e+01,6.141927015184803196e+01,5.830683204324009239e+01,6.737510961992941816e+01,5.563484443373017996e+01,6.050744962866887988e+01,5.188476990306079273e+01,5.891246037308565775e+01,5.713613773732619450e+01,5.564039726463441582e+01,5.652531959784677440e+01,5.406632727952869288e+01,5.696103144807300822e+01,6.201947932503150440e+01,5.763889452020496407e+01,5.166194459813714701e+01,5.292228894265696226e+01,5.765195495203839471e+01,5.397141688043318197e+01,5.641065047632697826e+01,5.461388759237553359e+01,5.933174772569601174e+01,5.946496454737488335e+01,6.778637356412438919e+01,6.788469791621521665e+01,5.336544296513945795e+01,5.494413145237381713e+01,6.754265225923892046e+01,5.699151259408034065e+01,6.000027442700947944e+01,5.721216672374799828e+01,6.150358908980896189e+01,4.939699153253794606e+01,6.475109045170142963e+01,6.096046331965169429e+01,6.761259079913841674e+01,6.785365044289872571e+01,5.895131159199028303e+01,5.819331544334031037e+01,4.997385457977507883e+01,6.672426329699891312e+01,4.842778763516034246e+01,5.490087563483167088e+01,6.531992425316846607e+01,5.090261518287385911e+01,6.001804332854231916e+01,6.099601065340783634e+01,4.588397822657724845e+01,4.532181510515426481e+01,6.146878108226925974e+01,5.624231864325769692e+01,5.450355063494919960e+01,5.765661226119660654e+01,5.954821909736148910e+01,5.977108073696175694e+01,4.688069193170188242e+01,5.836530696702520515e+01,5.467392761596964590e+01,6.642076235642539928e+01,2.704359799049089830e+01,4.730407054581239379e+01,5.815932821356511795e+01,6.256865367731998617e+01,5.741498620960344823e+01,5.774523748155217362e+01,6.066932033811486491e+01,6.066616431320811387e+01,6.803243659819399625e+01,6.074283303409949042e+01,5.803982459172487296e+01,6.761038689552718495e+01,5.844349783607813009e+01,5.103619532329999942e+01,4.760929562835733009e+01,5.813752395263700379e+01,5.723361892798734374e+01,4.811841704962891697e+01,6.611475785334714317e+01,5.912168452274590891e+01,5.320917264639359701e+01,5.962656779169041243e+01,6.069743785316651952e+01,5.320752677395458363e+01,3.028330601798819899e+01
