1.563452214647934879e-01,7.692546682666344220e-03,2.680570020728982317e-01,7.609855461380235671e-03,1.286531222614391654e-14,1.437017744495760899e-03,8.271833886200845700e-04,3.371942205707856854e-01,1.052677989533928102e-10,4.198193080487982483e-05,4.714748309638949724e-06,1.020342483723793697e-03,2.342071202641494227e-16,9.052268181564904285e-06,7.302463036924565816e-08,3.441403758530354844e-05,5.757085764152017815e-04,8.352813379847248548e-07,2.354810685917216317e-02,5.334169953303335645e-05,3.239720565311860715e-05,6.407049657295685492e-03,2.887112064053161051e-03,5.251538185028507832e-02,2.736563349266106068e-08,2.181634268220210369e-04,1.052241790302723516e-05,3.782301264885083904e-06,9.630494620993569355e-17,3.206670620434232122e-01,5.632716181291007665e-03,7.183203922842598677e-02,3.999133082900100528e-02,7.777118936875751509e-02,1.550988850902692076e-02,1.060742917153775222e+00,2.974974657286282714e-02,4.188851307494956266e-02,1.526595194164352513e-03,2.922731738300641653e-17,2.374358667799366177e-03,6.001783017145392307e+00,4.166056583060766538e-01,4.018076099501906917e+00,6.473027958037193535e-04,2.386612580914694581e-02,1.114302952755450750e-02,2.535792719943048112e+01,2.531421841172995002e+01,2.155246099781118474e-01,2.399509817397144437e-05,1.790717431968541495e-02,1.188976913451844394e-09
1.704318191245396685e-01,1.854661111004432192e-02,1.330256452755812946e+00,2.411717363034851513e-02,3.330559968259873272e-10,4.717713245427047832e-04,8.698695167271439099e-03,4.889281543894558046e-01,3.268807782783697980e-03,9.815348948372235038e-02,1.238968046943897221e-02,6.434304794132124708e-03,8.647307261994150627e-15,8.644671065466462707e-06,1.079039152493816919e-02,9.022422511718418067e-03,1.430380464951166442e-01,2.671960346736832847e-04,1.746582384041800716e-05,5.133055885082936712e-04,7.327945436800055445e-02,5.723225930787221791e-03,7.519676810159031536e-04,8.815113699736351616e-03,5.669801391649502301e-05,2.608275423813447014e-02,1.015712447448543013e-02,5.682543537137557492e-03,8.676309712984952657e-14,6.138281669399827667e-01,1.291728039781599256e-03,2.396301478781003112e-03,3.794615366729756634e-01,1.692958782593158296e-01,3.478907569705212005e-02,3.100175743385856775e-01,5.758430885276269451e-02,1.045344035465257670e-01,4.688234848867015025e-02,3.606720710982383536e-03,5.013375141486807463e-02,1.796504827774923763e-01,1.828613399334682477e+00,1.733102912991883182e-01,8.501701981501439548e-03,1.009524033148486294e-01,3.274446365317423835e-02,1.223596090673223676e-02,1.895637800754411462e+00,1.495336526099461105e-01,6.675855343965325043e-04,1.281983036593709047e-01,1.363977793645940934e-05
2.894989381315394295e-01,4.353473927214487546e-03,3.640551160051380908e+00,5.023954290238865023e-04,1.523605794874348490e-05,2.641142490164635793e-09,5.976270815471683396e-05,9.469638622352252039e-03,3.321474864502450274e-07,4.442821322374563902e-04,7.572311641455365646e-07,2.501515794402013368e-05,2.273917720426033735e-14,2.540077241532985195e-05,6.396862691366000484e-08,2.185671741587696260e-07,9.919430930030477891e-03,1.650089583570174995e-05,1.120838897009643950e-04,7.054171191806287301e-05,2.328255571231292270e-05,2.255155617754404752e-05,4.385006831252973432e-06,1.215896393466555231e-01,1.705415069604173449e-09,1.292871822716495803e-04,2.617101567674619402e-05,2.866011896726593629e-05,1.093934156407265675e-11,4.863330402284118947e-01,2.103376480570584041e-05,4.055822265583213323e-05,1.538243968390881448e-02,4.360396586990475387e-02,2.997183969273406381e-04,3.416777967692364464e-04,1.070139154036064078e+00,6.507164456576504212e-03,2.912860825896342173e-04,1.866667196758308767e-15,9.568458726357517220e-05,4.687208664845129297e-02,1.688103640033016939e+00,1.441627444626439629e-03,3.036069190605472992e-03,3.329115044678265974e-03,1.189113817971135782e-04,8.783860193146746315e-04,1.090019080865175738e+00,1.393242163680919188e-01,6.851320820598830356e-07,1.559126612278523977e-02,2.044292275389869457e-06
1.433629359497994304e+00,1.858198832520314703e-01,2.768674140198456257e+01,2.639805238782245711e-01,1.381603110309243818e-16,9.701169184030007317e-03,1.120890367402004179e-01,5.230756538131708933e-01,1.580376823531755986e-02,6.165315757005308817e-02,1.051150307106746707e-04,1.918966022892980077e-03,1.120511198575625637e-02,1.314923046355235474e-04,1.358701814339677493e-13,4.295535117301966396e-09,1.641033569664111791e-01,8.461917878142020955e-02,1.288367448454390079e-06,1.361968123455867079e-04,1.176025651709520503e-01,3.010510518279956027e-02,1.607742220106903421e-07,6.956704636837182654e-02,2.573928560064068350e-05,3.082837713860055867e-02,9.519614649665911199e-02,2.583932689892073920e-02,3.164446263446369333e-03,5.613888647508485263e+00,1.049171992906661882e-01,1.809782844663507806e-01,1.050340115425432153e+00,2.408418902058129529e-01,1.032344185636915462e-01,5.911577002056928043e-02,3.518109094945711113e-01,7.117311756415473090e-01,2.620053212339587545e-01,1.672427217091221341e-04,2.815206619195470550e-01,1.722489670574442355e+00,1.900189432915207277e+01,7.404034825269475428e-01,3.381005174666343316e-02,5.312205361553582472e-01,9.875443811195110111e-02,1.668606515215292074e-01,9.079685842299126675e-01,7.539011072419838921e-01,6.892032665657765733e-02,1.698222308676007597e-01,1.343308937992295643e-02
4.108741866989913394e-01,3.785022532620063718e-01,2.721471468113235925e+00,5.575821032669524974e-02,4.587873428169480687e-11,3.482741506429665049e-05,9.452569660958286268e-02,1.271516972588858652e-01,1.337721489529719110e-03,1.133498204509788415e-02,6.103684408630555020e-04,1.031507083562384700e-02,1.691105808958541097e-08,4.827928292268758668e-05,2.170910111352036878e-16,1.260961285631729895e-05,1.273467285851818953e-02,4.517012352388166327e-03,1.604195322692867536e-03,3.891193275082149372e-04,1.489753980340529152e-03,3.249223891898474909e-02,1.525415960485283935e-05,7.539725927254214977e-02,4.512023830641343348e-04,1.918488594831575453e-02,2.910882761950202569e-01,9.877673906899476965e-04,7.780339424267001448e-08,3.336600141133981290e-01,9.718252711221435358e-02,2.548144660247127560e-02,4.754279615964388528e-01,2.423527584601670865e-02,2.974052638601497323e-02,9.042203124731539726e-03,2.152233805297081304e+00,1.981627463300993652e-01,1.443006703896377446e-02,2.339415511033313393e-03,8.903157226302044203e-02,1.617397683128151686e-01,1.200824026232438557e+00,2.425000054304191077e-01,4.862672513426691268e-02,2.562568188476819775e-01,3.439584907195430974e-02,1.318064447843220188e-02,7.024233826977817063e-01,1.141675952615519157e-01,6.727280720403451715e-03,1.447828058700050546e-01,8.401691586678840468e-05
5.654473673699634828e-01,8.599951014372249477e-04,2.775903477267751107e+00,2.291464631092237064e-03,1.340793655546468548e-07,1.109507946535008827e-05,9.284572211815559500e-03,7.405344511553114961e-02,9.221311397777597490e-07,1.881139614125395857e-05,4.094797158260464981e-07,4.304357440852733495e-07,1.148109777011681440e-19,2.001772992221051788e-06,3.031350001594327973e-07,1.145315965135955463e-05,6.818641648079453166e-01,2.798832818657185793e-06,1.195573673218311623e-05,3.529115079308935126e-07,5.696310724700915816e-04,2.357301131442648663e-06,1.972716549952052047e-05,1.255428563547080802e-02,2.044453805047320625e-10,1.469332433943434197e-03,1.045852975414359636e-03,4.703734397259963420e-05,2.466474473936175955e-18,4.176050437949129779e-01,6.804857774914415498e-04,8.406207720408920628e-03,3.348037487608635510e-01,3.294539978611645686e-02,4.866398728153978380e-05,3.943887228759341418e-02,3.599221627696996134e-02,9.906458337736204212e-02,3.289933042728056950e-02,1.536306147750083465e-16,6.673861001670908320e-04,3.378521569194840035e-01,4.905110603484750392e-02,1.084043584209940132e-02,2.834858194228079623e-02,1.799036611789622819e-02,3.198230204503444384e-04,7.831076566332574596e-02,1.249055677384096841e+00,8.388944970942679991e-01,1.854675261706995178e-05,2.969158108639356058e-02,4.762553301570098751e-06
6.715188991962867116e-01,5.715387126641364329e-05,3.572118284898602614e+00,1.227684362187025486e-05,9.446527602862277649e-19,2.024591386524719919e-14,2.599432420947275671e-04,1.887941590355637564e-02,6.364718757909696005e-06,2.124565479567350548e-02,2.001137681729287903e-05,3.731687461086025190e-12,8.123973307261734175e-16,1.892109307149791683e-06,8.569379402046053842e-19,7.724604028553092475e-17,2.308032840897383201e-03,9.037414171604102119e-06,3.643495520225643374e-13,1.215331651006692504e-08,1.307054838296681405e-03,5.703541597843738115e-07,1.462668407490199466e-08,2.449633707210359668e-01,5.210614460605549905e-12,3.679987611007370094e-05,1.570131247403087357e-05,2.148604962843858118e-07,8.847139656228055457e-17,3.530205770311696800e-01,2.390179920460922387e-05,5.374931300549046697e-04,2.553582335398149605e-01,9.396698498192992272e-03,6.635129884182470160e-05,2.837253218108856364e-04,1.048780910815223441e-02,6.273690910983490410e-01,2.194860501776736876e-05,5.595947126628915836e-14,4.864699853536575617e-05,7.115526484300641052e-02,4.192111457937077179e-01,1.311695917028649072e-02,2.471344027404768010e-03,1.908811035413517376e-01,1.388564868189849720e-04,1.832914418434465273e-02,8.472163710154873018e-01,2.870086138055529812e-01,9.312399708161923881e-07,7.884449855436620469e-02,1.826179240020685028e-06
3.770396903726465521e+00,3.058623453729043096e+00,7.625081810419485961e+00,1.225060321843773892e+00,5.878161562283267818e-05,1.035263684450567212e-01,8.358368498434548544e-01,1.815120650534446378e+00,6.510296603448161301e-01,5.759474201248353936e-02,1.189585625304042174e-02,1.952727504853927765e-01,6.267577445357345274e-04,3.105299657409411884e-02,1.951041764057539693e-02,2.375131569727997882e-02,8.058611457859793381e-02,6.480413973774686032e-02,3.299431374644966330e-02,4.290717093889122313e-02,2.911528787441790000e-01,4.582131105537629728e-02,2.221246260665548158e-02,1.894928301069735976e-01,6.468413862742337754e-03,5.473957410544380009e-01,3.753840800580773851e-01,2.802028989398418560e-02,4.188016445409624086e-07,2.131953390953937433e+00,4.782456042522617579e-02,8.543780789013398491e-02,1.013474046108977955e+00,3.218230590037608474e-01,3.184603804680234962e-01,1.549809932571076243e-01,9.714571746056093193e-01,9.131492111859089711e-01,1.842808095882640107e-01,1.113935560026713296e-02,2.840512807976499077e-01,3.500501900041771419e-01,2.701529551864920276e+00,3.055247834843459187e-01,2.983395103732397469e-01,1.489246078353992031e+00,1.693518434280883445e-01,8.553725459171142020e-01,1.666912084614252443e+00,1.097168113314246796e+00,7.136453789516358608e-04,9.081868205291737661e-01,4.152644110906989622e-02
2.773560367629877496e-02,1.351389580827260135e-03,1.756303094988021174e+00,1.026867201458803308e-01,1.981464486764660061e-05,3.123329332630911739e-04,7.795219111698618863e-02,1.710148815224897145e+00,5.408310378801073484e-06,1.076315660187690953e-01,7.692590133438773070e-03,3.895765774422183317e-03,5.451688361516295759e-14,9.500912973556902225e-04,2.084588898127155232e-05,3.991764826445659163e-04,2.312764303109834385e-01,1.717079348709760547e-02,1.990870194015316886e-03,3.722527987186342001e-03,3.380759701688580698e-02,1.482860699287527530e-04,6.464803380335229976e-04,5.144280562849414679e-02,8.933113472353923214e-07,6.828003993906819717e-03,1.773376854327966823e-01,4.929160486095483448e-03,4.427393127026373605e-15,5.157149470895296961e-01,4.799133827432251753e-02,4.464487998209491684e-04,1.012109520730897660e+00,1.032818430444280289e-01,6.658917571728031892e-02,3.919978099489765944e-01,6.787146807780615465e-02,4.107041293688936667e-01,2.990521145175930456e-02,8.644507065758731435e-10,2.523082811153889646e-02,1.048973009823203489e-01,3.486505000590168213e-01,5.671190616533229312e-01,2.994971697172912894e-02,4.275237686439585238e-01,1.141882248841400924e-02,2.064016282297543858e-01,2.653254716423977655e+01,8.014596779665161819e-01,2.200036880840049766e-04,5.226419352566508136e-01,1.812992880626660440e-06
5.499111785539910757e-01,3.593739898888083095e-01,1.682409454790235515e+01,2.174936783299621090e-01,1.381358584980799771e-09,1.438163552486733398e-04,9.075704041650221876e-02,1.588094981958261542e-01,3.377613682668706191e-06,9.297705060059052729e-02,1.124693413964520460e-05,1.444977970222652503e-03,3.210696241233784105e-07,1.327486151870036412e-03,2.583330126640481041e-12,1.103431744793887141e-03,4.564541777868655337e-02,3.204414569389398091e-03,2.643495717441165008e-04,3.343865776361265325e-04,4.708996008102840462e-03,1.496633655347801234e-03,1.588881172942480753e-03,1.638358568344845667e-02,7.129923101178421794e-04,3.686603775057155363e-02,2.591666795106179096e-03,7.757904044944166169e-06,5.459296375013068109e-03,1.942686335801487307e-01,3.556946813374788161e-03,4.445622058116800203e-03,4.659715272414812759e-01,1.262359966747186313e-01,6.708043769241172835e-03,1.443615526055656850e-02,2.249431874792275077e-01,3.343619950943981789e-01,1.343997708931081794e-02,1.421089504393228309e-05,3.411957045934665284e-02,5.779469951634823577e-01,3.774222170470404869e-01,6.660129640265027851e-02,1.924874277825446359e-02,3.198637365500668905e-01,1.252668429098269601e-02,2.893087079938234107e-01,5.677339017301767932e-01,4.908451231763753808e-02,4.244807711556014405e-05,7.227784907385438606e-02,3.813533892030624171e-05
